City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Abnub,27.2696,31.1511,48.42,71,0,3.6,EG,2023-01-17 02:24:35
276,Manaure,11.7751,-72.4445,77.85,79,0,16.91,CO,2023-01-17 02:24:36
277,Vestmannaeyjar,63.4427,-20.2734,28.6,69,14,19.15,IS,2023-01-17 02:24:36
278,Sandwick,60.0,-1.25,37.22,81,20,29.93,GB,2023-01-17 02:24:37
279,Centralia,46.7162,-122.9543,46.35,93,100,4.61,US,2023-01-17 02:24:38
280,Severo-Kurilsk,50.6789,156.125,23.34,62,95,14.18,RU,2023-01-17 02:24:22
281,Sola,-13.8833,167.55,82.02,73,69,14.12,VU,2023-01-17 02:23:45
282,Mount Isa,-20.7333,139.5,85.77,54,100,8.05,AU,2023-01-17 02:24:39
283,Vostok,46.4856,135.8833,-3.39,85,90,3.65,RU,2023-01-17 02:24:40
284,Galle,6.0367,80.217,76.28,85,100,2.73,LK,2023-01-17 02:24:40
285,Dunedin,-45.8742,170.5036,66.79,61,54,5.99,NZ,2023-01-17 02:22:18
286,Souillac,-20.5167,57.5167,79.18,73,40,12.66,MU,2023-01-17 02:24:41
287,Kavieng,-2.5744,150.7967,83.41,69,100,8.14,PG,2023-01-17 02:20:16
288,Xuddur,4.1213,43.8894,66.11,79,29,13.38,SO,2023-01-17 02:24:42
289,Taltal,-25.4,-70.4833,66.47,80,5,3.98,CL,2023-01-17 02:23:01
290,Killybegs,54.6333,-8.45,36.25,63,100,3.09,IE,2023-01-17 02:24:43
291,Zhangjiakou,40.81,114.8794,12.79,61,34,6.4,CN,2023-01-17 02:24:43
292,Sur,22.5667,59.5289,67.21,68,61,3.47,OM,2023-01-17 02:24:44
293,Rairangpur,22.2676,86.1751,59.02,76,0,2.37,IN,2023-01-17 02:24:45
294,Oyama,36.3,139.8,43.59,43,69,2.15,JP,2023-01-17 02:24:45
295,Hithadhoo,-0.6,73.0833,79.36,67,70,4.32,MV,2023-01-17 02:24:46
296,Markova,48.6758,24.4138,36.59,83,92,3.53,UA,2023-01-17 02:22:57
297,Najran,17.4924,44.1277,59.65,69,41,5.57,SA,2023-01-17 02:24:47
298,Ugoofaaru,5.6667,73.0,79.93,78,17,11.63,MV,2023-01-17 02:20:43
299,Santa Marta,11.2408,-74.199,80.89,70,20,21.99,CO,2023-01-17 02:24:48
300,Mayo,38.8876,-76.5119,46.35,43,0,5.75,US,2023-01-17 02:23:40
301,Vao,-22.6667,167.4833,75.72,70,100,16.37,NC,2023-01-17 02:22:54
302,Nioro,13.35,-15.75,74.43,14,54,5.37,GM,2023-01-17 02:24:49
303,Sao Joao Evangelista,-18.5478,-42.7633,63.59,95,4,2.13,BR,2023-01-17 02:24:50
304,Port Blair,11.6667,92.75,68.04,88,40,2.3,IN,2023-01-17 02:22:00
305,Fomboni,-12.28,43.7425,81.88,69,96,5.5,KM,2023-01-17 02:24:50
306,Dingzhou,38.5131,114.9956,35.71,30,15,8.12,CN,2023-01-17 02:22:42
307,Iqaluit,63.7506,-68.5145,-24.07,69,0,0.0,CA,2023-01-17 02:23:31
308,Maniitsoq,65.4167,-52.9,7.18,87,100,12.8,GL,2023-01-17 02:24:51
309,Ajdabiya,30.7554,20.2263,54.81,72,0,9.98,LY,2023-01-17 02:24:52
310,Mount Gambier,-37.8333,140.7667,97.74,17,99,10.47,AU,2023-01-17 02:24:52
311,Xichang,27.8964,102.2634,36.52,56,14,3.85,CN,2023-01-17 02:22:31
312,Shaowu,27.3409,117.4831,39.99,83,96,2.66,CN,2023-01-17 02:24:54
313,Mao,39.8885,4.2658,59.56,72,100,19.57,ES,2023-01-17 02:24:54
314,Sao Filipe,14.8961,-24.4956,76.51,62,100,7.09,CV,2023-01-17 02:24:55
315,Pisco,-13.7,-76.2167,71.65,78,0,8.05,PE,2023-01-17 02:24:11
316,Leo,11.1,-2.1,68.65,20,63,9.06,BF,2023-01-17 02:24:55
317,Puerto El Triunfo,13.2833,-88.55,79.72,75,90,5.03,SV,2023-01-17 02:24:56
318,Laguna,38.421,-121.4238,53.58,78,100,8.05,US,2023-01-17 02:20:59
319,Lompoc,34.6391,-120.4579,48.92,92,100,9.22,US,2023-01-17 02:25:57
320,Uige,-7.6087,15.0613,65.97,98,100,2.28,AO,2023-01-17 02:24:01
321,Erdenet,49.0333,104.0833,-8.19,86,89,5.61,MN,2023-01-17 02:25:58
322,Alexandria,31.2156,29.9553,50.54,75,8,2.82,EG,2023-01-17 02:22:35
323,Lahij,13.1667,44.5833,65.44,84,90,4.41,YE,2023-01-17 02:25:59
324,Viedma,-40.8135,-62.9967,72.19,37,97,15.23,AR,2023-01-17 02:24:17
325,Balod,20.73,81.2047,59.23,72,0,3.33,IN,2023-01-17 02:26:00
326,Cardston,49.2,-113.3019,35.89,64,100,2.3,CA,2023-01-17 02:26:01
327,Wajima,37.4,136.9,38.08,69,75,3.44,JP,2023-01-17 02:26:01
328,Sao Joao Da Barra,-21.6403,-41.0511,75.36,89,0,15.66,BR,2023-01-17 02:22:39
329,Hays,30.0502,-98.0336,67.06,78,100,2.59,US,2023-01-17 02:26:02
330,Saint-Francois,46.4154,3.9054,35.67,87,0,4.61,FR,2023-01-17 02:26:03
331,Thunder Bay,48.4001,-89.3168,33.78,93,100,12.66,CA,2023-01-17 02:26:04
332,Beira,-19.8436,34.8389,77.09,100,20,2.3,MZ,2023-01-17 02:26:05
333,Olafsvik,64.8945,-23.7142,28.4,72,65,19.51,IS,2023-01-17 02:26:06
334,Port Hardy,50.6996,-127.4199,44.78,100,100,3.44,CA,2023-01-17 02:26:06
335,Vuktyl,63.8567,57.3094,14.67,91,100,14.09,RU,2023-01-17 02:24:42
336,Port Hedland,-20.3167,118.5667,91.45,58,93,14.97,AU,2023-01-17 02:26:08
337,Barentu,15.1139,37.5928,65.34,75,43,3.6,ER,2023-01-17 02:26:08
338,Hope,33.6671,-93.5916,68.05,96,85,7.61,US,2023-01-17 02:26:09
339,Aklavik,68.2191,-135.0107,-20.34,100,90,3.24,CA,2023-01-17 02:26:10
340,Hearst,49.6835,-83.6665,30.45,97,100,5.59,CA,2023-01-17 02:26:10
341,Rawson,-43.3002,-65.1023,64.94,60,100,8.05,AR,2023-01-17 02:21:52
342,Novyy Urengoy,66.0833,76.6333,-15.9,96,100,10.16,RU,2023-01-17 02:24:19
343,Belaya Gora,68.5333,146.4167,-40.56,100,100,0.38,RU,2023-01-17 02:23:48
344,Bahia Blanca,-38.7196,-62.2724,74.28,34,22,3.0,AR,2023-01-17 02:26:12
345,Labuhan,-6.8844,112.2051,82.02,76,100,5.08,ID,2023-01-17 02:24:38
346,Namibe,-15.1961,12.1522,73.89,77,98,5.28,AO,2023-01-17 02:21:45
347,Portland,45.5234,-122.6762,47.73,85,100,5.01,US,2023-01-17 02:26:14
348,Sweetwater,25.7634,-80.3731,66.0,74,0,0.0,US,2023-01-17 02:25:36
349,Melun,48.5,2.75,34.63,94,0,5.75,FR,2023-01-17 02:26:14
350,Ilhabela,-23.7781,-45.3581,76.48,91,42,0.65,BR,2023-01-17 02:25:57
351,Bar Harbor,44.3876,-68.2039,32.92,90,100,10.36,US,2023-01-17 02:26:16
352,Ust-Kuyga,70.0167,135.6,-36.92,99,98,5.1,RU,2023-01-17 02:26:17
353,Shubarshi,48.5872,57.1869,8.38,76,16,8.34,KZ,2023-01-17 02:26:18
354,Alice Springs,-23.7,133.8833,92.75,40,2,10.36,AU,2023-01-17 02:23:06
355,Geraldton,-28.7667,114.6,79.21,36,0,17.27,AU,2023-01-17 02:25:25
356,Ban Nahin,18.2418,104.2122,67.06,61,4,4.0,LA,2023-01-17 02:26:19
357,Bereda,43.2686,-7.5406,47.14,100,99,11.86,ES,2023-01-17 02:26:19
358,Atasu,48.6814,71.6433,-7.02,82,36,3.87,KZ,2023-01-17 02:26:20
359,Liverpool,53.4106,-2.9779,33.3,94,40,3.44,GB,2023-01-17 02:26:20
360,Christiana,-27.914,25.1611,68.85,27,11,8.59,ZA,2023-01-17 02:26:21
361,Cahors,44.4167,1.3333,38.95,96,100,13.49,FR,2023-01-17 02:26:21
362,Smithers,54.7804,-127.1743,32.32,93,75,3.44,CA,2023-01-17 02:23:53
363,Egvekinot,66.3167,-179.1667,-20.76,84,62,18.86,RU,2023-01-17 02:26:24
364,Vetluzhskiy,58.3902,45.4654,13.46,92,98,9.48,RU,2023-01-17 02:26:24
365,Barra Do Garcas,-15.89,-52.2567,73.74,92,100,3.04,BR,2023-01-17 02:25:19
366,Chumikan,54.7183,135.315,-25.08,79,28,11.01,RU,2023-01-17 02:27:25
367,Bardiyah,31.7561,25.0865,56.14,74,0,9.19,LY,2023-01-17 02:27:26
368,Buwenge,0.6422,33.1744,64.06,70,88,0.4,UG,2023-01-17 02:27:26
369,Wagar,16.1525,36.2032,69.57,81,17,13.51,SD,2023-01-17 02:27:27
370,Soften,56.238,10.0851,39.45,88,100,15.19,DK,2023-01-17 02:27:28
371,Taksimo,56.3444,114.8794,-20.72,89,62,2.35,RU,2023-01-17 02:27:28
372,Zalantun,48.0,122.7167,4.21,61,1,15.08,CN,2023-01-17 02:27:29
373,La Seyne-Sur-Mer,43.0982,5.8847,47.61,75,100,1.01,FR,2023-01-17 02:27:30
374,Komsomolskiy,40.4272,71.7189,11.12,79,3,2.3,UZ,2023-01-17 02:27:30
375,Harrison,30.4091,-89.0436,64.45,88,75,6.91,US,2023-01-17 02:27:31
376,Sitka,57.0531,-135.33,42.69,70,75,16.11,US,2023-01-17 02:24:43
377,Phalaborwa,-23.943,31.1411,74.48,86,92,8.97,ZA,2023-01-17 02:27:32
378,Itapora,-22.0799,-54.7874,73.69,79,83,2.8,BR,2023-01-17 02:27:32
379,Broome,42.2506,-75.833,28.62,81,0,5.75,US,2023-01-17 02:27:21
380,Avila,40.5833,-5.0,44.65,95,100,24.11,ES,2023-01-17 02:27:33
381,Chateauroux,46.8167,1.7,37.4,93,75,4.61,FR,2023-01-17 02:22:38
382,Garowe,8.4054,48.4845,65.8,85,5,11.41,SO,2023-01-17 02:25:22
383,Marzuq,14.4,46.4667,59.61,45,78,5.97,YE,2023-01-17 02:27:34
384,Clarence Town,-32.5833,151.7833,81.61,51,88,9.22,AU,2023-01-17 02:27:35
385,Waingapu,-9.6567,120.2641,84.7,69,70,5.97,ID,2023-01-17 02:27:35
386,Alta Floresta,-9.8756,-56.0861,71.2,96,100,1.28,BR,2023-01-17 02:23:26
387,Thinadhoo,0.5333,72.9333,79.09,69,92,3.91,MV,2023-01-17 02:27:36
388,Ukiah,39.1502,-123.2078,48.09,79,0,4.61,US,2023-01-17 02:27:37
389,Bathsheba,13.2167,-59.5167,79.41,73,75,13.8,BB,2023-01-17 02:23:13
390,Palana,59.1167,159.9667,4.89,90,100,10.45,RU,2023-01-17 02:27:38
391,Daru,-9.0763,143.2092,82.04,77,100,1.79,PG,2023-01-17 02:27:38
392,Birao,10.2849,22.7882,68.85,21,55,9.73,CF,2023-01-17 02:27:39
393,Asfi,32.2994,-9.2372,53.64,81,0,11.41,MA,2023-01-17 02:27:39
394,Yellowknife,62.456,-114.3525,7.32,85,100,10.36,CA,2023-01-17 02:27:40
395,Saint Anthony,45.0205,-93.218,34.25,94,100,6.91,US,2023-01-17 02:27:40
396,Chilca,-12.5211,-76.7372,69.93,81,100,6.98,PE,2023-01-17 02:27:41
397,Omboue,-1.5746,9.2618,77.81,84,100,5.1,GA,2023-01-17 02:27:41
398,Okhotsk,59.3833,143.3,-16.49,86,100,12.91,RU,2023-01-17 02:27:42
399,Lazarev,52.225,141.5131,-23.94,95,18,1.95,RU,2023-01-17 02:27:42
400,Bol,13.4586,14.7147,68.13,38,100,19.98,TD,2023-01-17 02:27:43
401,Russell,32.3502,-85.1999,56.43,61,0,0.0,US,2023-01-17 02:27:43
402,Rizhao,35.4275,119.4553,32.99,42,7,7.54,CN,2023-01-17 02:27:44
403,Pitimbu,-7.4706,-34.8086,77.59,79,100,9.06,BR,2023-01-17 02:27:45
404,La Ronge,55.1001,-105.2842,17.85,93,100,4.61,CA,2023-01-17 02:27:45
405,Sakakah,29.9697,40.2064,51.37,91,45,8.59,SA,2023-01-17 02:22:59
406,Longyan,25.1072,117.0225,49.14,73,60,2.73,CN,2023-01-17 02:27:46
407,Nanortalik,60.1432,-45.2371,10.29,60,5,15.5,GL,2023-01-17 02:27:46
408,Vaijapur,19.9167,74.7333,61.81,57,0,6.26,IN,2023-01-17 02:27:47
409,Ewa Beach,21.3156,-158.0072,82.35,64,0,11.5,US,2023-01-17 02:27:47
410,Kalmunai,7.4167,81.8167,77.07,81,90,10.85,LK,2023-01-17 02:27:48
411,Gandajika,-6.75,23.95,63.91,97,89,1.54,CD,2023-01-17 02:27:48
412,Bubaque,11.2833,-15.8333,77.27,71,62,10.6,GW,2023-01-17 02:24:52
413,Qui Nhon,13.7667,109.2333,71.46,87,100,15.82,VN,2023-01-17 02:28:50
414,Luderitz,-26.6481,15.1594,66.65,85,100,1.48,NA,2023-01-17 02:28:50
415,Faya,18.3851,42.4509,53.71,75,99,3.0,SA,2023-01-17 02:28:51
416,Pyapon,16.2833,95.6833,70.84,58,79,3.62,MM,2023-01-17 02:28:52
417,Sungaipenuh,-2.0833,101.3833,71.46,77,85,0.6,ID,2023-01-17 02:28:52
418,Lokomotivnyy,53.0118,60.5684,1.11,66,5,7.85,RU,2023-01-17 02:28:53
419,Rawalpindi,33.6007,73.0679,40.23,80,0,4.29,PK,2023-01-17 02:28:54
420,Nebbi,2.4783,31.0889,69.31,43,69,5.39,UG,2023-01-17 02:28:55
421,Puerto Madero,14.7208,-92.4215,71.8,100,0,2.3,MX,2023-01-17 02:28:56
422,Itaituba,-4.2761,-55.9836,74.48,91,100,0.6,BR,2023-01-17 02:28:57
423,Leshukonskoye,64.8989,45.7622,20.91,90,100,12.3,RU,2023-01-17 02:28:57
424,Jiangyou,31.7667,104.7167,38.3,31,30,0.29,CN,2023-01-17 02:28:58
425,Goya,-29.14,-59.2626,80.74,45,47,4.34,AR,2023-01-17 02:28:58
426,Kennett,36.2362,-90.0556,60.8,92,100,9.22,US,2023-01-17 02:28:59
427,Amarwara,22.3,79.1667,53.31,52,0,3.6,IN,2023-01-17 02:29:00
428,Koumac,-20.5667,164.2833,81.57,68,100,7.72,NC,2023-01-17 02:29:00
429,Assiniboia,49.6334,-105.9845,17.42,93,100,2.3,CA,2023-01-17 02:25:53
430,Adeje,28.1227,-16.726,63.48,57,20,10.36,ES,2023-01-17 02:29:01
431,Raudeberg,61.9875,5.1352,36.27,64,100,8.37,NO,2023-01-17 02:29:02
432,Haines Junction,60.7522,-137.5108,16.11,98,100,1.97,CA,2023-01-17 02:29:04
433,Jumla,29.2747,82.1838,31.15,12,5,6.26,NP,2023-01-17 02:29:04
434,Caravelas,-17.7125,-39.2481,74.43,89,9,5.44,BR,2023-01-17 02:29:05
435,Torva,58.0028,25.935,34.95,95,100,8.52,EE,2023-01-17 02:29:06
436,Segezha,63.7415,34.3222,32.99,97,100,16.62,RU,2023-01-17 02:29:07
437,Skibbereen,51.55,-9.2667,32.11,95,100,6.71,IE,2023-01-17 02:29:07
438,Karratha,-20.7377,116.8463,85.82,63,62,11.27,AU,2023-01-17 02:29:08
439,Ketchikan,55.3422,-131.6461,42.78,93,100,11.5,US,2023-01-17 02:27:16
440,Plettenberg Bay,-34.0527,23.3716,69.26,95,93,6.33,ZA,2023-01-17 02:29:09
441,Birjand,32.8663,59.2211,28.87,86,0,6.91,IR,2023-01-17 02:29:10
442,Tucurui,-3.7661,-49.6725,73.04,93,53,1.28,BR,2023-01-17 02:29:10
443,Kidal,18.4411,1.4078,63.09,19,3,10.29,ML,2023-01-17 02:29:11
444,Kosa,59.9445,54.9977,7.63,88,6,9.4,RU,2023-01-17 02:29:12
445,Chimore,-16.9833,-65.1333,72.75,96,97,2.17,BO,2023-01-17 02:29:12
446,Oga,46.4631,10.347,21.88,97,70,2.68,IT,2023-01-17 02:29:13
447,Umba,66.6871,34.3429,33.19,95,100,15.68,RU,2023-01-17 02:29:13
448,Shitanjing,39.2342,106.3439,11.08,61,0,20.74,CN,2023-01-17 02:29:14
449,East Wenatchee Bench,47.4257,-120.2812,36.97,91,0,3.44,US,2023-01-17 02:29:15
450,Ambilobe,-13.2,49.05,71.01,95,97,2.91,MG,2023-01-17 02:29:16
451,Ciudad Bolivar,8.1222,-63.5497,80.01,61,26,13.8,VE,2023-01-17 02:25:47
452,Nerchinskiy Zavod,51.3088,119.61,-23.71,99,100,0.92,RU,2023-01-17 02:29:16
453,Kunyang,27.6658,120.5658,42.66,55,82,4.34,CN,2023-01-17 02:29:17
454,Los Llanos De Aridane,28.6585,-17.9182,60.55,66,100,7.0,ES,2023-01-17 02:29:18
455,Kalemie,-5.9475,29.1947,67.37,95,100,3.78,CD,2023-01-17 02:29:19
456,Grand-Lahou,5.1367,-5.0242,77.85,86,4,3.74,CI,2023-01-17 02:29:19
457,Rincon,32.296,-81.2354,50.86,63,75,3.44,US,2023-01-17 02:29:20
458,Maanshan,31.6957,118.4983,35.65,38,5,4.21,CN,2023-01-17 02:29:20
459,Husavik,66.0449,-17.3389,29.12,89,100,22.1,IS,2023-01-17 02:29:21
460,Ayan,56.45,138.1667,-28.55,62,63,9.31,RU,2023-01-17 02:25:51
461,Kaeo,-35.1,173.7833,74.32,63,24,13.27,NZ,2023-01-17 02:25:57
462,Shellbrook,53.2168,-106.4011,16.83,98,100,3.96,CA,2023-01-17 02:30:27
463,Barkot,30.8167,78.2,44.76,25,1,3.0,IN,2023-01-17 02:30:28
464,Meulaboh,4.1363,96.1285,78.3,77,100,5.1,ID,2023-01-17 02:30:29
465,Nouadhibou,20.931,-17.0347,69.78,40,95,12.66,MR,2023-01-17 02:28:37
466,Sudak,44.85,34.9667,44.78,83,100,3.47,UA,2023-01-17 02:30:30
467,Williston,48.147,-103.618,22.32,93,100,4.29,US,2023-01-17 02:30:31
468,Sarkand,45.41,79.9186,9.09,71,4,5.44,KZ,2023-01-17 02:30:31
469,Sharya,58.3686,45.5144,12.07,93,98,9.24,RU,2023-01-17 02:30:32
470,Sistranda,63.7256,8.834,34.02,65,100,20.4,NO,2023-01-17 02:30:33
471,Sovetskiy,61.3614,63.5842,6.13,87,11,7.45,RU,2023-01-17 02:30:33
472,Grindavik,63.8424,-22.4338,28.87,74,40,17.27,IS,2023-01-17 02:29:13
473,Kajaani,64.2273,27.7285,30.25,80,100,11.5,FI,2023-01-17 02:30:34
474,Kloulklubed,7.0419,134.2556,82.9,71,72,3.15,PW,2023-01-17 02:30:35
475,Castel San Giovanni,45.0583,9.4335,40.05,94,56,1.77,IT,2023-01-17 02:30:36
476,Comodoro Rivadavia,-45.8667,-67.5,60.66,48,0,5.75,AR,2023-01-17 02:28:05
477,Hastings,50.8552,0.5729,30.52,72,88,3.11,GB,2023-01-17 02:28:05
478,Sydney,-33.8679,151.2073,83.89,63,40,17.27,AU,2023-01-17 02:29:08
479,Barsovo,61.1667,73.1667,14.13,96,96,8.03,RU,2023-01-17 02:30:37
480,Bien Hoa,10.95,106.8167,80.58,53,32,9.89,VN,2023-01-17 02:30:38
481,Khuzdar,27.7384,66.6434,44.42,24,0,5.53,PK,2023-01-17 02:30:38
482,Udachnyy,66.4167,112.4,-47.33,99,100,4.38,RU,2023-01-17 02:30:39
483,Poum,-20.2333,164.0167,80.44,69,99,10.2,NC,2023-01-17 02:30:39
484,Pangnirtung,66.1451,-65.7125,-29.2,62,0,5.75,CA,2023-01-17 02:30:40
485,Oskemen,49.9565,82.6119,12.16,67,75,11.18,KZ,2023-01-17 02:30:41
486,Axim,4.8699,-2.2405,78.66,81,9,2.44,GH,2023-01-17 02:30:41
487,Belmonte,-15.8631,-38.8828,74.52,88,18,4.23,BR,2023-01-17 02:30:42
488,Jining,35.405,116.5814,34.25,47,12,4.0,CN,2023-01-17 02:30:42
489,Pemangkat,1.1667,108.9667,81.32,74,75,9.26,ID,2023-01-17 02:28:46
490,Ziro,27.6333,93.8333,36.34,87,88,2.26,IN,2023-01-17 02:30:43
491,Srandakan,-7.9386,110.2506,81.61,77,99,5.64,ID,2023-01-17 02:30:44
492,Olinda,-8.0089,-34.8553,80.33,69,40,5.75,BR,2023-01-17 02:30:44
493,Kantang,7.4054,99.5156,80.98,99,20,3.44,TH,2023-01-17 02:30:45
494,Dongsheng,39.8161,109.9776,7.75,73,12,17.67,CN,2023-01-17 02:28:42
495,Goderich,43.7501,-81.7165,39.9,41,100,14.97,CA,2023-01-17 02:30:37
496,Port Lavaca,28.615,-96.6261,68.99,90,0,6.91,US,2023-01-17 02:30:30
497,Bazarnyy Syzgan,53.7512,46.7535,8.64,96,91,10.51,RU,2023-01-17 02:30:46
498,Horizontina,-27.6258,-54.3078,72.07,73,29,2.98,BR,2023-01-17 02:30:47
499,Nemuro,43.3236,145.575,22.33,55,43,8.23,JP,2023-01-17 02:30:47
500,Avera,33.194,-82.5271,50.56,52,100,7.02,US,2023-01-17 02:30:48
501,Alofi,-19.0595,-169.9187,82.29,78,75,2.3,NU,2023-01-17 02:28:43
502,Trogir,43.5125,16.2517,56.79,87,75,1.14,HR,2023-01-17 02:30:49
503,Khash,28.2211,61.2158,39.36,41,18,4.12,IR,2023-01-17 02:30:49
504,Narsaq,60.9167,-46.05,5.22,64,26,11.79,GL,2023-01-17 02:30:50
505,Fare,-16.7,-151.0167,80.83,61,85,8.9,PF,2023-01-17 02:30:50
506,Berevoesti,45.2333,24.9167,33.98,98,100,2.48,RO,2023-01-17 02:30:51
507,San Cristobal,7.7669,-72.225,68.18,94,55,2.42,VE,2023-01-17 02:30:35
508,Jilotepec,19.6,-96.9333,59.13,49,28,4.83,MX,2023-01-17 02:31:52
509,Amalapuram,16.5833,82.0167,73.33,75,10,1.66,IN,2023-01-17 02:31:52
510,Oranjemund,-28.55,16.4333,62.89,98,95,5.79,NA,2023-01-17 02:30:36
511,Prainha,-1.8,-53.48,76.42,78,100,2.86,BR,2023-01-17 02:31:53
512,Huangmei,30.1924,116.025,40.84,45,2,2.13,CN,2023-01-17 02:31:53
513,Santa Vitoria Do Palmar,-33.5189,-53.3681,67.05,83,0,7.99,BR,2023-01-17 02:31:54
514,Lima,-12.0432,-77.0282,75.9,60,0,16.11,PE,2023-01-17 02:29:26
515,Port Augusta,-32.5,137.7667,106.97,16,13,8.95,AU,2023-01-17 02:31:55
516,Campo Maior,-4.8278,-42.1686,70.68,98,100,2.48,BR,2023-01-17 02:31:56
517,Saint-Pierre,-21.3393,55.4781,78.91,73,20,4.61,RE,2023-01-17 02:31:56
518,Pacific Grove,36.6177,-121.9166,51.1,83,69,5.01,US,2023-01-17 02:31:57
519,Darova,45.642,21.7733,43.23,76,100,9.1,RO,2023-01-17 02:31:57
520,Guerrero Negro,27.9769,-114.0611,64.76,76,100,10.33,MX,2023-01-17 02:31:58
521,Busca,44.5181,7.4743,38.89,100,100,1.14,IT,2023-01-17 02:31:58
522,Wajid,3.8093,43.2471,69.84,67,82,20.78,SO,2023-01-17 02:31:58
523,Port-Gentil,-0.7193,8.7815,80.73,76,100,6.4,GA,2023-01-17 02:31:59
524,Monduli,-3.3,36.45,58.62,80,8,5.06,TZ,2023-01-17 02:32:00
525,Ambanja,-13.6833,48.45,71.87,90,53,3.49,MG,2023-01-17 02:32:00
526,Moose Factory,51.2585,-80.6094,32.0,64,100,3.44,CA,2023-01-17 02:32:01
527,Rio Grande,-32.035,-52.0986,70.61,86,0,10.76,BR,2023-01-17 02:30:51
528,Maragogi,-9.0122,-35.2225,76.53,81,100,5.48,BR,2023-01-17 02:31:54
529,Ayagoz,47.9714,80.4392,-5.82,84,67,1.9,KZ,2023-01-17 02:32:02
530,Safaga,26.7292,33.9365,58.93,49,0,6.24,EG,2023-01-17 02:32:03
531,Mahon,39.8885,4.2658,59.56,72,100,19.57,ES,2023-01-17 02:32:04
532,Sabang,5.8933,95.3214,79.84,67,99,17.67,ID,2023-01-17 02:32:05
533,Mamallapuram,12.6264,80.1722,71.65,66,13,3.38,IN,2023-01-17 02:32:06
534,Hvide Sande,56.0045,8.1294,37.09,90,100,17.05,DK,2023-01-17 02:32:07
535,Muli,2.9167,73.5667,79.93,73,12,4.83,MV,2023-01-17 02:32:07
536,Freeport,40.6576,-73.5832,42.78,49,0,16.11,US,2023-01-17 02:30:43
537,Vatne,62.5667,6.65,33.22,68,100,8.34,NO,2023-01-17 02:32:08
538,Grenaa,56.4158,10.8783,39.42,94,100,22.55,DK,2023-01-17 02:32:09
539,Paamiut,61.994,-49.6678,5.76,70,100,14.36,GL,2023-01-17 02:32:10
540,Cam Ranh,11.9214,109.1591,75.16,78,75,11.5,VN,2023-01-17 02:32:11
541,Saskatoon,52.1168,-106.6345,19.38,93,100,9.22,CA,2023-01-17 02:30:03
542,Nakhon Phanom,17.3333,104.4167,69.6,51,8,7.52,TH,2023-01-17 02:32:12
543,Soto La Marina,23.7667,-98.2167,65.98,92,2,4.09,MX,2023-01-17 02:32:12
544,Chicama,-7.8447,-79.1469,64.94,66,94,4.0,PE,2023-01-17 02:32:13
545,College,64.8569,-147.8028,4.95,85,75,0.0,US,2023-01-17 02:28:45
546,Iralaya,15.0,-83.2333,72.39,72,7,7.02,HN,2023-01-17 02:32:15
547,Padang,-0.9492,100.3543,82.83,66,99,1.57,ID,2023-01-17 02:32:15
548,Hun,29.1268,15.9477,52.0,41,0,6.49,LY,2023-01-17 02:32:16
549,Dalvik,65.9702,-18.5286,30.13,95,100,19.51,IS,2023-01-17 02:32:17
550,Ahmadpur East,29.1431,71.2598,49.55,16,0,4.76,PK,2023-01-17 02:32:18
